nr_slice	rho	gamma	lambda
0	1.4	129.740134	-343.843227
1	1.426530612244898	152.178677	-376.776403
2	1.4530612244897958	178.923021	-443.411663
3	1.4795918367346939	209.325210	-456.867419
4	1.5061224489795917	238.373505	-286.666226
5	1.5326530612244897	251.242800	256.580959
6	1.5591836734693878	222.082296	1113.100207
7	1.5857142857142856	141.423163	1718.580463
8	1.6122448979591837	43.473846	1644.012081
9	1.6387755102040815	-33.721820	1158.185313
10	1.6653061224489796	-82.994157	700.015302
11	1.6918367346938776	-112.965184	412.757269
12	1.7183673469387755	-132.262837	258.768043
13	1.7448979591836735	-145.951514	181.718228
14	1.7714285714285714	-156.905994	148.805030
15	1.7979591836734694	-166.819555	140.686720
16	1.8244897959183675	-176.566435	144.714686
17	1.8510204081632653	-186.517394	153.063903
18	1.8775510204081634	-196.720227	160.404625
19	1.9040816326530612	-206.977306	162.570011
20	1.9306122448979592	-216.889632	157.233038
21	1.9571428571428573	-226.009524	144.483484
22	1.9836734693877551	-233.948435	125.921933
23	2.010204081632653	-240.433743	104.407495
24	2.036734693877551	-245.388590	83.583589
25	2.063265306122449	-248.936075	67.476379
26	2.089795918367347	-251.433652	58.334379
27	2.1163265306122447	-253.244686	54.463513
28	2.142857142857143	-254.544177	49.723001
29	2.169387755102041	-255.040758	32.980557
30	2.195918367346939	-253.734448	-5.759945
31	2.222448979591837	-249.303939	-66.734041
32	2.2489795918367346	-240.780849	-149.173210
33	2.2755102040816326	-226.991223	-259.749473
34	2.3020408163265307	-206.352634	-403.998161
35	2.3285714285714287	-177.242922	-574.922751
36	2.355102040816327	-139.003093	-749.062938
37	2.3816326530612244	-92.677885	-883.625266
38	2.408163265306123	-42.262925	-933.435190
39	2.4346938775510205	6.475953	-886.825285
40	2.4612244897959186	48.571173	-763.669854
41	2.4877551020408166	80.700537	-603.515403
42	2.5142857142857142	102.426492	-458.908417
43	2.5408163265306127	116.184907	-366.276494
44	2.5673469387755103	125.331318	-331.197751
45	2.5938775510204084	132.650001	-336.596384
46	2.6204081632653065	139.380523	-344.269902
47	2.646938775510204	144.021655	-320.049312
48	2.673469387755102	144.304201	-262.373206
49	2.7	138.909603	-242.710942
