nr_slice	rho	gamma	lambda
0	1.5	-562.463491	205.177289
1	1.528205128205128	-577.481696	234.025772
2	1.5564102564102564	-594.827391	280.135149
3	1.5846153846153845	-614.091554	319.457606
4	1.6128205128205129	-634.874146	352.296587
5	1.641025641025641	-656.789371	377.557139
6	1.6692307692307693	-679.305870	391.952537
7	1.6974358974358974	-701.663561	398.029720
8	1.7256410256410257	-723.620908	404.623230
9	1.7538461538461538	-745.416480	417.311616
10	1.7820512820512822	-767.435455	437.495518
11	1.8102564102564103	-790.067352	465.890361
12	1.8384615384615386	-813.767657	503.540710
13	1.8666666666666667	-839.029343	551.675087
14	1.8948717948717948	-866.427692	612.145394
15	1.9230769230769231	-896.640050	687.278127
16	1.9512820512820515	-930.472467	780.699069
17	1.9794871794871796	-968.970549	897.912528
18	2.0076923076923077	-1013.506940	1044.979983
19	2.0358974358974358	-1065.737936	1227.812142
20	2.0641025641025643	-1127.608575	1451.657018
21	2.0923076923076924	-1201.247170	1712.761104
22	2.1205128205128205	-1288.028011	1987.652586
23	2.148717948717949	-1387.285194	2244.268727
24	2.176923076923077	-1496.683682	2451.190973
25	2.2051282051282053	-1611.981191	2559.708815
26	2.2333333333333334	-1725.405126	2487.954868
27	2.2615384615384615	-1823.718880	2118.260470
28	2.2897435897435896	-1886.440141	1330.336827
29	2.317948717948718	-1887.820836	-8.868193
30	2.3461538461538463	-1793.943341	-2068.250057
31	2.3743589743589744	-1562.378584	-4984.480375
32	2.402564102564103	-1147.178518	-8771.238969
33	2.430769230769231	-508.717627	-12555.996992
34	2.458974358974359	295.633318	-13497.516547
35	2.4871794871794872	985.791627	-10055.394971
36	2.5153846153846153	1348.511581	-4993.236720
37	2.5435897435897434	1433.174862	-1357.529250
38	2.571794871794872	1370.423308	456.620715
39	2.6	1246.676506	1015.197641
