nr_slice	rho	gamma	lambda
0	1.8	-551.503691	69.785513
1	1.8315789473684212	-554.656777	79.255832
2	1.8631578947368421	-557.765005	92.170754
3	1.8947368421052633	-561.284876	112.488407
4	1.9263157894736842	-565.656893	140.165428
5	1.9578947368421054	-571.312805	175.996221
6	1.9894736842105263	-578.769009	221.850891
7	2.0210526315789474	-588.660643	279.005813
8	2.0526315789473686	-601.621521	346.842956
9	2.0842105263157893	-618.155598	419.991242
10	2.1157894736842104	-638.158684	481.882754
11	2.1473684210526316	-659.994151	515.417775
12	2.1789473684210527	-681.408648	517.718551
13	2.2105263157894735	-700.456540	494.409259
14	2.2421052631578946	-715.663576	456.523831
15	2.2736842105263158	-726.549535	424.046173
16	2.305263157894737	-734.204799	424.513054
17	2.336842105263158	-741.580280	480.181420
18	2.3684210526315788	-752.387522	608.851229
19	2.4	-771.515975	719.220646
