# Timestep MovingParticles
1 3400
50 2892
100 1946
150 1357
200 1128
250 875
300 1007
350 836
400 859
450 751
500 829
550 794
600 857
650 829
700 781
750 809
800 801
850 879
900 823
950 821
1000 870
1050 814
1100 856
1150 849
1200 852
1250 868
1300 790
1350 835
1400 832
1450 874
1500 804
1550 732
1600 807
1650 845
1700 807
1750 846
1800 841
1850 844
1900 754
1950 872
2000 812
2050 824
2100 783
2150 849
2200 824
2250 748
2300 751
2350 777
2400 778
2450 761
2500 829
2550 798
2600 835
2650 828
2700 803
2750 856
2800 896
2850 760
2900 846
2950 780
3000 845
3050 852
3100 819
3150 822
3200 858
3250 837
3300 816
3350 809
3400 841
3450 775
3500 758
3550 812
3600 806
3650 764
3700 816
3750 810
3800 819
3850 790
3900 814
3950 794
4000 838
4050 836
4100 848
4150 819
4200 890
4250 863
4300 824
4350 790
4400 749
4450 734
4500 718
4550 792
4600 769
4650 846
4700 751
4750 768
4800 740
4850 753
4900 780
4950 766
5000 744
5050 710
5100 704
5150 666
5200 679
5250 760
5300 725
5350 767
5400 778
5450 794
5500 753
5550 756
5600 795
5650 842
5700 816
5750 791
5800 813
5850 820
5900 786
5950 756
6000 784
6050 751
6100 741
6150 756
6200 760
6250 720
6300 786
6350 759
6400 779
6450 817
6500 780
6550 775
6600 769
6650 794
6700 781
6750 790
6800 830
6850 841
6900 816
6950 805
7000 733
7050 764
7100 765
7150 728
7200 791
7250 785
7300 801
7350 779
7400 846
7450 816
7500 793
7550 846
7600 790
7650 824
7700 824
7750 842
7800 792
7850 736
7900 753
7950 755
8000 714
8050 756
8100 783
8150 792
8200 735
8250 761
8300 795
8350 853
8400 773
8450 881
8500 844
8550 822
8600 811
8650 806
8700 747
8750 769
8800 744
8850 753
8900 727
8950 733
9000 746
9050 729
9100 839
9150 726
9200 762
9250 836
9300 846
9350 750
9400 776
9450 854
9500 802
9550 880
9600 878
9650 793
9700 760
9750 796
9800 790
9850 756
9900 764
9950 748
10000 747
