nr_slice	rho	gamma	lambda
0	1.8	-828.745117	693.276624
1	1.8315789473684212	-870.062664	745.848282
2	1.8631578947368421	-915.620501	851.318616
3	1.8947368421052633	-967.586819	997.174058
4	1.9263157894736842	-1028.539180	1190.950732
5	1.9578947368421054	-1101.483622	1440.157443
6	1.9894736842105263	-1189.792617	1749.647424
7	2.0210526315789474	-1296.885665	2114.680581
8	2.0526315789473686	-1425.291164	2479.173824
9	2.0842105263157893	-1571.076363	2674.375489
10	2.1157894736842104	-1715.359200	2339.208347
11	2.1473684210526316	-1809.075572	788.146121
12	2.1789473684210527	-1748.632320	-2787.127588
13	2.2105263157894735	-1387.688094	-8033.737304
14	2.2421052631578946	-675.438063	-12133.731946
15	2.2736842105263158	172.816704	-12124.269318
16	2.305263157894737	841.002488	-8616.271067
17	2.336842105263158	1207.016201	-4362.943600
18	2.3684210526315788	1311.679696	-1114.786268
19	2.4	1254.772244	143.035898
