nr_slice	rho	gamma	lambda
0	1.3	-161.582764	60.977732
1	1.335897435897436	-174.874122	88.367946
2	1.3717948717948718	-191.618715	78.529549
3	1.4076923076923078	-203.265216	-90.408774
4	1.4435897435897436	-194.938112	-449.844976
5	1.4794871794871796	-152.727423	-373.681597
6	1.5153846153846153	-150.988623	283.850909
7	1.5512820512820513	-201.825263	498.057938
8	1.5871794871794873	-232.406945	162.537235
9	1.623076923076923	-235.062738	131.098844
10	1.658974358974359	-259.799706	154.617022
11	1.694871794871795	-265.209551	-19.800179
12	1.7307692307692308	-263.500116	56.046226
13	1.7666666666666668	-278.279342	67.613315
14	1.8025641025641028	-276.968977	-353.498811
15	1.8384615384615386	-229.699146	-1043.224920
16	1.8743589743589744	-127.676951	-1905.820005
17	1.9102564102564104	44.434414	-2232.454602
18	1.9461538461538463	192.486699	-1479.188442
19	1.9820512820512821	253.743572	-522.714152
20	2.017948717948718	261.726650	-8.883819
21	2.053846153846154	247.186353	159.389604
22	2.08974358974359	229.675924	176.300904
23	2.1256410256410256	211.679774	246.706642
24	2.161538461538462	183.277180	349.386877
25	2.1974358974358976	150.549015	337.612196
26	2.2333333333333334	124.451444	227.596559
27	2.269230769230769	108.045254	117.076525
28	2.3051282051282054	97.872291	56.742335
29	2.341025641025641	89.817101	42.728890
30	2.3769230769230774	81.247158	52.562699
31	2.412820512820513	71.526874	50.298351
32	2.448717948717949	63.284045	24.594897
33	2.4846153846153847	57.150133	1.685200
34	2.5205128205128204	51.824086	-6.421899
35	2.5564102564102567	46.355997	-7.541252
36	2.5923076923076924	40.713744	-9.185265
37	2.6282051282051286	35.027390	-12.723619
38	2.6641025641025644	29.417702	-18.281232
39	2.7	23.963633	-24.716381
