nr_slice	rho	gamma	lambda
0	1.3	-214.697271	-463.044612
1	1.335897435897436	-191.447811	-191.205475
2	1.3717948717948718	-203.081295	199.488369
3	1.4076923076923078	-235.204510	279.839242
4	1.4435897435897436	-258.897083	129.685663
5	1.4794871794871796	-269.113899	104.068676
6	1.5153846153846153	-287.943206	301.943496
7	1.5512820512820513	-325.784467	500.559013
8	1.5871794871794873	-372.941654	506.404623
9	1.623076923076923	-411.376051	428.711240
10	1.658974358974359	-446.473185	449.103963
11	1.694871794871795	-486.552832	570.715222
12	1.7307692307692308	-537.639102	786.501038
13	1.7666666666666668	-607.033046	1109.254149
14	1.8025641025641028	-702.483286	1531.710946
15	1.8384615384615386	-829.997697	1883.345471
16	1.8743589743589744	-972.438994	1114.051716
17	1.9102564102564104	-984.650447	-3747.748246
18	1.9461538461538463	-424.178571	-10289.731930
19	1.9820512820512821	498.706739	-8955.098786
20	2.017948717948718	849.991842	-2552.868425
21	2.053846153846154	841.595470	479.157388
22	2.08974358974359	753.096383	1080.006847
23	2.1256410256410256	656.903384	1097.947735
24	2.161538461538462	565.439507	988.650697
25	2.1974358974358976	485.248206	825.889715
26	2.2333333333333334	417.764491	658.388783
27	2.269230769230769	362.285377	506.147468
28	2.3051282051282054	317.213503	379.103192
29	2.341025641025641	280.323582	281.593726
30	2.3769230769230774	249.379107	201.244401
31	2.412820512820513	223.966802	128.913008
32	2.448717948717949	203.061285	77.246599
33	2.4846153846153847	184.395076	48.372979
34	2.5205128205128204	166.788616	33.886794
35	2.5564102564102567	149.270584	26.269429
36	2.5923076923076924	131.856968	10.278906
37	2.6282051282051286	115.754172	-21.253155
38	2.6641025641025644	101.709829	-53.297297
39	2.7	88.398937	-75.152641
