nr_slice	rho	gamma	lambda
0	1.5	-140.006691	421.699912
1	1.528205128205128	-167.001672	553.607024
2	1.5564102564102564	-209.419210	508.288961
3	1.5846153846153845	-232.272528	128.700076
4	1.6128205128205129	-231.797176	63.163872
5	1.641025641025641	-246.345463	238.392500
6	1.6692307692307693	-265.182238	108.428349
7	1.6974358974358974	-264.596506	-69.043679
8	1.7256410256410257	-262.436534	33.562773
9	1.7538461538461538	-272.475797	148.226394
10	1.7820512820512822	-282.478916	-37.869895
11	1.8102564102564103	-270.667151	-480.361053
12	1.8384615384615386	-229.699146	-1019.286789
13	1.8666666666666667	-156.066985	-1729.158319
14	1.8948717948717948	-34.318479	-2325.725547
15	1.9230769230769231	106.537481	-2140.210055
16	1.9512820512820515	206.167582	-1310.268650
17	1.9794871794871796	251.606597	-541.276103
18	2.0076923076923077	262.801104	-88.686617
19	2.0358974358974358	255.848400	125.544386
20	2.0641025641025643	241.906908	176.108371
21	2.0923076923076924	228.539403	168.950981
22	2.1205128205128205	214.783237	225.200755
23	2.148717948717949	194.566512	328.386466
24	2.176923076923077	169.039164	372.227929
25	2.2051282051282053	144.138062	324.132068
26	2.2333333333333334	124.451444	226.356685
27	2.2615384615384615	110.882134	133.304848
28	2.2897435897435896	101.758139	72.393480
29	2.317948717948718	94.921853	44.768207
30	2.3461538461538463	88.669777	41.899798
31	2.3743589743589744	81.912497	52.724926
32	2.402564102564103	74.286961	56.539553
33	2.430769230769231	67.086324	39.573024
34	2.458974358974359	61.370711	15.435160
35	2.4871794871794872	56.757870	-0.480974
36	2.5153846153846153	52.584557	-6.449095
37	2.5435897435897434	48.336011	-7.228951
38	2.571794871794872	43.950184	-7.924777
39	2.6	39.496470	-9.816388
