slice	rho_of_slice	gamma	lambda
0	1.3	-171.433263	-284.530734
1	1.335897435897436	-158.638303	-117.247384
2	1.3717948717948718	-167.323421	123.094374
3	1.4076923076923078	-188.511530	165.976615
4	1.4435897435897436	-203.534209	92.510248
5	1.4794871794871796	-213.766250	111.157704
6	1.5153846153846153	-230.737661	233.461329
7	1.5512820512820513	-258.061758	343.880553
8	1.5871794871794873	-290.670318	373.252978
9	1.623076923076923	-321.902127	382.736584
10	1.658974358974359	-355.227893	453.507951
11	1.694871794871795	-395.754713	598.501078
12	1.7307692307692308	-448.863649	839.723820
13	1.7666666666666668	-522.774769	1227.834728
14	1.8025641025641028	-630.010888	1851.494282
15	1.8384615384615386	-791.238623	2773.343335
16	1.8743589743589744	-1027.418509	2773.398484
17	1.9102564102564104	-1183.052819	-6610.764217
18	1.9461538461538463	-64.708648	-15403.066599
19	1.9820512820512821	1028.690024	-7199.443929
20	2.017948717948718	944.547919	1720.984458
21	2.053846153846154	753.801048	2140.329884
22	2.08974358974359	610.527946	1549.237870
23	2.1256410256410256	505.869790	1118.801297
24	2.161538461538462	425.391326	833.725045
25	2.1974358974358976	362.532049	624.516363
26	2.2333333333333334	312.812516	468.433661
27	2.269230769230769	272.925448	351.299308
28	2.3051282051282054	240.429001	263.694978
29	2.341025641025641	213.376934	199.382970
30	2.3769230769230774	190.246629	148.207851
31	2.412820512820513	170.581498	102.809537
32	2.448717948717949	153.875996	67.129086
33	2.4846153846153847	139.077778	42.596585
34	2.5205128205128204	125.523796	26.490317
35	2.5564102564102567	112.581415	15.936762
36	2.5923076923076924	100.048235	3.649096
37	2.6282051282051286	88.337358	-14.410833
38	2.6641025641025644	77.698943	-32.137648
39	2.7	67.508120	-44.745370
