# Timestep MovingParticles
1 1
11 0
22 0
33 1
44 0
55 0
66 0
77 0
88 0
99 0
110 1
121 0
132 0
143 0
154 1
165 0
176 0
187 1
198 0
209 0
220 0
231 0
242 0
253 0
264 0
275 0
286 0
297 0
308 0
319 0
330 0
341 0
352 1
363 1
374 0
385 0
396 0
407 0
418 1
429 1
440 0
451 0
462 0
473 0
484 0
495 1
506 1
517 0
528 1
539 1
550 1
561 1
572 1
583 0
594 1
605 1
616 1
627 1
638 1
649 1
660 0
671 1
682 1
693 1
704 1
715 1
726 1
737 0
748 0
759 1
770 1
781 1
792 1
803 1
814 1
825 1
836 1
847 1
858 0
869 0
880 0
891 0
902 1
913 0
924 0
935 1
946 1
957 1
968 1
979 1
990 1
1001 0
1012 0
1023 1
1034 1
1045 0
1056 1
1067 0
1078 1
1089 0
1100 1
1111 0
1122 0
1133 1
1144 1
1155 1
1166 1
1177 1
1188 1
1199 1
1210 1
1221 1
1232 1
1243 1
1254 1
1265 1
1276 1
1287 0
1298 1
1309 0
1320 1
1331 1
1342 0
1353 1
1364 0
1375 1
1386 0
1397 0
1408 0
1419 1
1430 1
1441 1
1452 0
1463 1
1474 0
1485 1
1496 1
1507 0
1518 1
1529 0
1540 1
1551 1
1562 1
1573 0
1584 1
1595 1
1606 0
1617 0
1628 1
1639 1
1650 0
1661 1
1672 1
1683 1
1694 0
1705 1
1716 1
1727 1
1738 0
1749 1
1760 0
1771 0
1782 1
1793 0
1804 1
1815 1
1826 0
1837 1
1848 1
1859 1
1870 1
1881 1
1892 1
1903 1
1914 1
1925 1
1936 1
1947 1
1958 1
1969 1
1980 0
1991 0
2002 1
2013 1
2024 0
2035 1
2046 1
2057 1
2068 1
2079 1
2090 1
2101 0
2112 0
2123 1
2134 1
2145 1
2156 0
2167 0
2178 1
2189 0
2200 0
2211 1
2222 0
2233 1
2244 1
2255 0
2266 1
2277 1
2288 0
2299 1
2310 0
2321 1
2332 1
2343 0
2354 1
2365 0
2376 0
2387 0
2398 1
2409 1
2420 1
2431 1
2442 1
2453 1
2464 0
2475 1
2486 1
2497 1
2508 0
2519 1
2530 1
2541 1
2552 1
2563 0
2574 0
2585 1
2596 1
2607 0
2618 0
2629 1
2640 0
2651 0
2662 1
2673 0
2684 0
2695 1
2706 0
2717 0
2728 0
2739 0
2750 1
2761 1
2772 0
2783 0
2794 1
2805 1
2816 0
2827 1
2838 1
2849 1
2860 1
2871 1
2882 0
2893 0
2904 1
2915 0
2926 0
2937 1
2948 0
2959 1
2970 1
2981 0
2992 1
3003 1
3014 0
3025 0
3036 1
3047 1
3058 0
3069 1
3080 0
3091 0
3102 1
3113 0
3124 1
3135 0
3146 0
3157 0
3168 0
3179 0
3190 0
3201 1
3212 1
3223 0
3234 0
3245 1
3256 0
3267 0
3278 0
3289 0
3300 0
3311 0
3322 0
3333 0
3344 0
3355 0
3366 1
3377 0
3388 1
3399 0
3410 0
3421 1
3432 1
3443 0
3454 1
3465 0
3476 0
3487 1
3498 0
3509 0
3520 1
3531 0
3542 0
3553 0
3564 0
3575 1
3586 0
3597 0
3608 0
3619 1
3630 0
3641 1
3652 0
3663 0
3674 0
3685 0
3696 1
3707 0
3718 0
3729 1
3740 0
3751 1
3762 0
3773 0
3784 0
3795 0
3806 0
3817 1
3828 1
3839 1
3850 1
3861 1
3872 0
3883 1
3894 1
3905 1
3916 0
3927 1
3938 0
3949 1
3960 0
3971 1
3982 1
3993 1
4004 0
4015 0
4026 0
4037 0
4048 0
4059 1
4070 1
4081 1
4092 0
4103 1
4114 1
4125 1
4136 0
4147 0
4158 0
4169 1
4180 0
4191 0
4202 0
4213 1
4224 0
4235 0
4246 0
4257 0
4268 0
4279 0
4290 0
4301 0
4312 0
4323 0
4334 0
4345 0
4356 1
4367 0
4378 0
4389 1
4400 0
4411 0
4422 0
4433 1
4444 1
4455 0
4466 0
4477 1
4488 1
4499 0
4510 0
4521 1
4532 1
4543 1
4554 0
4565 1
4576 0
4587 1
4598 0
4609 0
4620 0
4631 1
4642 0
4653 0
4664 0
4675 0
4686 0
4697 0
4708 0
4719 0
4730 0
4741 0
4752 1
4763 0
4774 0
4785 0
4796 0
4807 0
4818 0
4829 0
4840 0
4851 0
4862 0
4873 0
4884 0
4895 0
4906 0
4917 0
4928 0
4939 0
4950 0
4961 0
4972 1
4983 0
4994 0
5005 0
5016 0
5027 0
5038 0
5049 0
5060 1
5071 0
5082 0
5093 0
5104 0
5115 0
5126 0
5137 0
5148 0
5159 0
5170 0
5181 1
5192 0
5203 0
5214 0
5225 0
5236 0
5247 1
5258 0
5269 0
5280 0
5291 0
5302 0
5313 0
5324 0
5335 1
5346 0
5357 0
5368 0
5379 0
5390 0
5401 0
5412 0
5423 1
5434 0
5445 1
5456 0
5467 0
5478 0
5489 1
5500 0
5511 0
5522 0
5533 0
5544 1
5555 0
5566 0
5577 0
5588 0
5599 0
5610 0
5621 0
5632 0
5643 0
5654 0
5665 0
5676 0
5687 0
5698 0
5709 0
5720 0
5731 0
5742 0
5753 0
5764 0
5775 0
5786 0
5797 0
5808 0
5819 0
5830 0
5841 0
5852 0
5863 0
5874 0
5885 0
5896 0
5907 0
5918 0
5929 0
5940 0
5951 0
5962 0
5973 0
5984 0
5995 0
6006 0
6017 0
6028 0
6039 1
6050 0
6061 1
6072 0
6083 1
6094 1
6105 0
6116 0
6127 0
6138 1
6149 0
6160 0
6171 0
6182 0
6193 1
6204 0
6215 0
6226 1
6237 1
6248 1
6259 0
6270 0
6281 0
6292 1
6303 0
6314 0
6325 0
6336 0
6347 1
6358 0
6369 0
6380 1
6391 0
6402 0
6413 1
6424 1
6435 1
6446 0
6457 1
6468 0
6479 1
6490 1
6501 1
6512 1
6523 0
6534 0
6545 1
6556 0
6567 1
6578 0
6589 1
6600 1
6611 1
6622 1
6633 1
6644 1
6655 0
6666 0
6677 0
6688 0
6699 0
6710 1
6721 0
6732 1
6743 0
6754 0
6765 0
6776 1
6787 1
6798 1
6809 0
6820 0
6831 0
6842 0
6853 1
6864 0
6875 0
6886 1
6897 0
6908 1
6919 0
6930 1
6941 0
6952 0
6963 0
6974 0
6985 0
6996 0
7007 0
7018 1
7029 1
7040 0
7051 1
7062 0
7073 0
7084 0
7095 0
7106 0
7117 0
7128 0
7139 0
7150 0
7161 0
7172 0
7183 0
7194 1
7205 0
7216 0
7227 0
7238 0
7249 0
7260 0
7271 0
7282 0
7293 0
7304 1
7315 1
7326 0
7337 0
7348 0
7359 1
7370 0
7381 0
7392 0
7403 0
7414 1
7425 0
7436 0
7447 0
7458 0
7469 0
7480 0
7491 0
7502 0
7513 0
7524 0
7535 1
7546 0
7557 0
7568 0
7579 0
7590 1
7601 1
7612 0
7623 0
7634 1
7645 1
7656 0
7667 0
7678 0
7689 0
7700 0
7711 0
7722 0
7733 1
7744 0
7755 0
7766 0
7777 0
7788 0
7799 0
7810 1
7821 0
7832 0
7843 0
7854 0
7865 0
7876 0
7887 0
7898 0
7909 1
7920 0
7931 0
7942 0
7953 1
7964 0
7975 0
7986 0
7997 0
8008 0
8019 1
8030 0
8041 0
8052 0
8063 0
8074 0
8085 1
8096 0
8107 0
8118 0
8129 0
8140 0
8151 0
8162 0
8173 0
8184 0
8195 0
8206 0
8217 0
8228 0
8239 0
8250 0
8261 1
8272 0
8283 0
8294 0
8305 0
8316 0
8327 1
8338 0
8349 0
8360 0
8371 0
8382 0
8393 0
8404 0
8415 1
8426 0
8437 0
8448 0
8459 0
8470 0
8481 0
8492 0
8503 0
8514 0
8525 0
8536 0
8547 1
8558 0
8569 0
8580 0
8591 1
8602 0
8613 0
8624 0
8635 0
8646 0
8657 0
8668 1
8679 0
8690 0
8701 0
8712 1
8723 1
8734 0
8745 1
8756 0
8767 0
8778 0
8789 0
8800 0
8811 0
8822 0
8833 0
8844 0
8855 0
8866 0
8877 0
8888 0
8899 0
8910 0
8921 0
8932 0
8943 0
8954 0
8965 1
8976 0
8987 1
8998 0
9009 1
9020 0
9031 0
9042 0
9053 0
9064 0
9075 0
9086 0
9097 0
9108 0
9119 0
9130 0
9141 0
9152 0
9163 0
9174 0
9185 0
9196 0
9207 0
9218 0
9229 0
9240 0
9251 0
9262 0
9273 0
9284 0
9295 0
9306 0
9317 0
9328 0
9339 0
9350 0
9361 1
9372 0
9383 0
9394 0
9405 0
9416 0
9427 0
9438 0
9449 0
9460 0
9471 0
9482 0
9493 0
9504 0
9515 0
9526 0
9537 0
9548 0
9559 0
9570 0
9581 0
9592 0
9603 0
9614 0
9625 0
9636 0
9647 0
9658 0
9669 0
9680 0
9691 0
9702 0
9713 0
9724 0
9735 0
9746 1
9757 0
9768 0
9779 0
9790 0
9801 0
9812 0
9823 0
9834 0
9845 0
9856 0
9867 1
9878 0
9889 0
9900 0
9911 0
9922 0
9933 0
9944 1
9955 0
9966 0
9977 1
9988 0
9999 1
