# Timestep MovingParticles
1 4826
100 409
200 362
300 370
400 400
500 368
600 392
700 370
800 372
900 355
1000 325
1100 321
1200 435
1300 321
1400 330
1500 313
1600 328
1700 351
1800 308
1900 352
2000 317
2100 320
2200 299
2300 311
2400 362
2500 404
2600 347
2700 358
2800 334
2900 353
3000 323
3100 311
3200 321
3300 327
3400 302
3500 322
3600 284
3700 362
3800 313
3900 317
4000 297
4100 361
4200 316
4300 313
4400 316
4500 328
4600 288
4700 291
4800 356
4900 361
5000 268
5100 313
5200 331
5300 306
5400 272
5500 342
5600 314
5700 332
5800 254
5900 297
6000 340
6100 316
6200 307
6300 326
6400 330
6500 335
6600 348
6700 276
6800 338
6900 316
7000 307
7100 303
7200 307
7300 336
7400 374
7500 274
7600 292
7700 292
7800 334
7900 315
8000 348
8100 387
8200 339
8300 286
8400 320
8500 357
8600 371
8700 349
8800 370
8900 329
9000 301
9100 335
9200 285
9300 278
9400 284
9500 296
9600 280
9700 321
9800 321
9900 311
10000 312
