# Timestep MovingParticles
100 806
200 526
300 426
400 312
500 281
600 256
700 238
800 189
900 163
1000 189
1100 163
1200 159
1300 143
1400 132
1500 108
1600 98
1700 115
1800 93
1900 98
2000 101
2100 126
2200 117
2300 123
2400 114
2500 104
2600 112
2700 94
2800 80
2900 99
3000 92
3100 89
3200 93
3300 91
3400 114
3500 90
3600 88
3700 89
3800 109
3900 131
4000 119
4100 117
4200 115
4300 101
4400 99
4500 109
4600 130
4700 145
4800 118
4900 119
5000 123
5100 105
5200 93
5300 102
5400 100
5500 112
5600 104
5700 86
5800 113
5900 90
6000 92
6100 95
6200 114
6300 111
6400 91
6500 119
6600 124
6700 102
6800 97
6900 112
7000 92
7100 85
7200 92
7300 104
7400 83
7500 91
7600 102
7700 101
7800 96
7900 86
8000 98
8100 104
8200 106
8300 95
8400 104
8500 92
8600 89
8700 86
8800 107
8900 96
9000 104
9100 115
9200 111
9300 91
9400 86
9500 122
9600 95
9700 78
9800 83
9900 89
10000 101
