slice	rho_of_slice	gamma	lambda
0	1.3	-372.159678	84.571720
1	1.335897435897436	-389.801760	76.726578
2	1.3717948717948718	-404.750766	64.745146
3	1.4076923076923078	-419.031938	74.849323
4	1.4435897435897436	-433.814296	99.537572
5	1.4794871794871796	-450.071105	130.543439
6	1.5153846153846153	-467.784933	157.636287
7	1.5512820512820513	-486.425130	173.493366
8	1.5871794871794873	-504.883440	176.233165
9	1.623076923076923	-522.321941	179.931889
10	1.658974358974359	-539.637721	197.532119
11	1.694871794871795	-557.860150	231.068837
12	1.7307692307692308	-578.174050	283.505791
13	1.7666666666666668	-602.014111	357.226582
14	1.8025641025641028	-630.869003	451.997071
15	1.8384615384615386	-666.080128	567.973548
16	1.8743589743589744	-709.077630	709.085148
17	1.9102564102564104	-761.662362	880.412632
18	1.9461538461538463	-825.856786	1073.990463
19	1.9820512820512821	-902.140963	1255.370910
20	2.017948717948718	-987.409193	1370.350921
21	2.053846153846154	-1074.255485	1374.927530
22	2.08974358974359	-1153.323522	1300.018004
23	2.1256410256410256	-1221.891533	1245.704895
24	2.161538461538462	-1285.094624	1291.109201
25	2.1974358974358976	-1351.374189	1461.814736
26	2.2333333333333334	-1429.057975	1701.745616
27	2.269230769230769	-1517.849540	1253.802957
28	2.3051282051282054	-1516.972292	-2619.486274
29	2.341025641025641	-1039.636237	-11435.540876
30	2.3769230769230774	201.146511	-16081.998712
31	2.412820512820513	1247.469785	-10274.451740
32	2.448717948717949	1552.685911	-2851.006265
33	2.4846153846153847	1487.503010	713.044076
34	2.5205128205128204	1269.728173	2062.929876
35	2.5564102564102567	1018.343827	2132.853086
36	2.5923076923076924	806.485034	1526.176794
37	2.6282051282051286	657.151611	822.024541
38	2.6641025641025644	554.942676	356.170134
39	2.7	474.544530	192.863217
