0 90 7 0 -1
1 9 36 0 1
2 72 2 -1 0
3 95 1 1 0
4 44 27 1 0
5 72 7 -1 0
6 72 12 0 -1
7 56 25 0 -1
8 78 6 0 -1
9 58 4 0 1
10 86 30 -1 0
11 1 37 -1 0
12 82 34 1 0
13 29 7 -1 0
14 23 19 -1 0
15 6 34 1 0
16 93 34 1 0
17 49 39 0 -1
18 61 18 0 -1
19 76 18 1 0
20 53 0 -1 0
21 14 34 0 -1
22 98 18 1 0
23 86 8 1 0
24 96 35 0 1
25 74 34 0 -1
26 0 19 -1 0
27 74 33 1 0
28 29 9 0 -1
29 63 19 1 0
30 25 15 1 0
31 62 24 1 0
32 84 9 1 0
33 74 3 0 -1
34 5 21 0 -1
35 5 8 -1 0
36 53 1 0 1
37 41 27 0 -1
38 88 4 0 1
39 56 34 1 0
40 76 36 -1 0
41 96 27 0 -1
42 71 7 -1 0
43 22 14 1 0
44 98 3 -1 0
45 23 39 0 -1
46 94 5 -1 0
47 6 33 0 -1
48 63 34 0 -1
49 98 1 0 -1
50 86 23 0 -1
51 88 35 0 1
52 5 25 1 0
53 60 36 0 1
54 12 2 0 1
55 34 14 1 0
56 21 13 -1 0
57 95 9 -1 0
58 38 0 0 -1
59 88 30 0 -1
60 85 16 1 0
61 40 24 1 0
62 85 33 -1 0
63 9 24 0 -1
64 15 18 1 0
65 14 11 0 1
66 82 8 1 0
67 12 5 0 1
68 59 3 0 -1
69 4 17 1 0
70 24 38 -1 0
71 63 38 0 1
72 6 10 -1 0
73 75 9 -1 0
74 11 13 0 -1
75 12 31 0 1
76 19 12 -1 0
77 52 10 0 1
78 82 21 -1 0
79 86 25 1 0
80 62 16 0 -1
81 89 1 0 1
82 68 23 1 0
83 3 35 -1 0
84 47 5 -1 0
85 9 23 0 -1
86 69 20 0 -1
87 10 19 1 0
88 74 9 0 1
89 1 32 -1 0
90 55 13 0 1
91 1 34 0 1
92 78 37 1 0
93 42 29 1 0
94 49 4 1 0
95 98 11 -1 0
96 81 38 0 1
97 5 29 0 -1
98 3 26 -1 0
99 1 4 0 1
100 27 37 0 1
101 11 27 0 1
102 16 38 0 1
103 54 22 1 0
104 72 19 -1 0
105 24 17 0 1
106 9 29 0 -1
107 79 8 -1 0
108 32 30 0 1
109 76 28 1 0
110 96 33 -1 0
111 4 12 1 0
112 97 37 0 1
113 71 38 -1 0
114 73 15 0 -1
115 26 28 0 -1
116 82 24 1 0
117 18 16 0 1
118 78 9 -1 0
119 96 35 1 0
120 99 3 0 1
121 99 24 0 -1
122 8 11 0 -1
123 75 13 1 0
124 80 13 -1 0
125 79 6 0 -1
126 7 13 1 0
127 38 4 0 -1
128 97 35 1 0
129 12 4 -1 0
130 41 1 1 0
131 81 4 0 -1
132 14 23 0 1
133 75 10 -1 0
134 77 10 -1 0
135 97 32 1 0
136 92 12 1 0
137 48 24 -1 0
138 84 26 0 -1
139 70 15 1 0
140 39 37 0 1
141 91 26 1 0
142 89 32 0 1
143 46 36 -1 0
144 49 23 0 -1
145 56 1 0 1
146 83 6 0 -1
147 63 33 0 -1
148 65 12 0 -1
149 99 1 0 -1
150 1 16 1 0
151 54 34 -1 0
152 35 20 1 0
153 37 29 0 -1
154 72 3 -1 0
155 79 9 -1 0
156 53 7 0 1
157 96 17 0 1
158 75 35 1 0
159 56 4 -1 0
160 77 11 -1 0
161 95 35 1 0
162 38 12 -1 0
163 48 29 1 0
164 33 15 -1 0
165 1 35 1 0
166 90 19 -1 0
167 17 3 1 0
168 56 5 1 0
169 47 28 -1 0
170 45 36 1 0
171 5 25 0 -1
172 78 32 1 0
173 55 5 -1 0
174 57 35 -1 0
175 77 15 0 1
176 75 6 0 1
177 30 19 -1 0
178 7 12 -1 0
179 91 4 -1 0
180 45 38 0 -1
181 97 11 -1 0
182 59 10 1 0
183 35 35 1 0
184 54 22 -1 0
185 9 35 0 1
186 72 31 0 -1
187 1 22 -1 0
188 13 27 0 -1
189 15 9 0 1
190 76 39 -1 0
191 15 7 0 1
192 70 26 0 1
193 19 31 0 -1
194 66 6 0 1
195 20 29 0 1
196 71 6 0 -1
197 77 21 0 1
198 52 21 0 -1
199 77 39 0 -1
200 95 9 -1 0
201 71 26 0 1
202 84 28 0 1
203 79 13 1 0
204 51 25 1 0
205 80 3 -1 0
206 75 15 1 0
207 5 32 1 0
208 25 31 0 1
209 22 8 1 0
210 2 17 -1 0
211 93 22 -1 0
212 3 10 -1 0
213 79 4 -1 0
214 76 7 -1 0
215 78 14 0 -1
216 47 27 0 -1
217 40 0 0 -1
218 23 24 0 -1
219 41 2 0 1
220 74 35 0 1
221 79 9 0 1
222 50 6 0 1
223 41 4 0 -1
224 92 19 0 -1
225 49 5 0 1
226 8 0 0 -1
227 98 7 1 0
228 76 21 0 1
229 94 18 0 -1
230 61 38 0 -1
231 76 11 -1 0
232 88 24 -1 0
233 57 29 0 -1
234 54 36 0 -1
235 78 1 1 0
236 57 15 0 -1
237 9 29 0 1
238 85 35 1 0
239 92 21 0 1
240 47 1 1 0
241 20 23 1 0
242 8 12 1 0
243 94 26 0 -1
244 25 19 0 1
245 89 16 0 -1
