# Timestep MovingParticles
1 1181
20 1132
40 1069
60 1016
80 1030
100 1013
120 993
140 964
160 937
180 883
200 884
220 879
240 846
260 848
280 838
300 831
320 783
340 777
360 748
380 779
400 751
420 762
440 761
460 775
480 766
500 761
520 713
540 742
560 750
580 755
600 752
620 748
640 761
660 776
680 729
700 739
720 734
740 717
760 708
780 695
800 715
820 708
840 686
860 707
880 688
900 675
920 698
940 700
960 707
980 687
1000 708
1020 683
1040 719
1060 680
1080 714
1100 696
1120 691
1140 688
1160 682
1180 700
1200 702
1220 712
1240 700
1260 700
1280 690
1300 724
1320 719
1340 694
1360 676
1380 698
1400 707
1420 703
1440 705
1460 649
1480 695
1500 689
1520 639
1540 671
1560 652
1580 643
1600 632
1620 655
1640 671
1660 690
1680 684
1700 631
1720 684
1740 702
1760 669
1780 670
1800 653
1820 686
1840 679
1860 677
1880 679
1900 659
1920 692
1940 679
1960 643
1980 665
2000 680
2020 672
2040 673
2060 665
2080 690
2100 705
2120 712
2140 713
2160 682
2180 716
2200 682
2220 676
2240 721
2260 676
2280 702
2300 675
2320 703
2340 699
2360 703
2380 687
2400 703
2420 667
2440 695
2460 666
2480 680
2500 699
2520 656
2540 687
2560 682
2580 674
2600 696
2620 704
2640 707
2660 717
2680 714
2700 733
2720 714
2740 711
2760 663
2780 680
2800 685
2820 685
2840 687
2860 639
2880 697
2900 668
2920 686
2940 680
2960 657
2980 701
3000 678
3020 698
3040 673
3060 655
3080 695
3100 645
3120 686
3140 691
3160 686
3180 677
3200 682
3220 655
3240 691
3260 696
3280 687
3300 673
3320 699
3340 650
3360 680
3380 705
3400 678
3420 669
3440 670
3460 707
3480 664
3500 672
3520 691
3540 656
3560 693
3580 643
3600 666
3620 666
3640 677
3660 670
3680 678
3700 687
3720 696
3740 654
3760 669
3780 657
3800 661
3820 693
3840 643
3860 647
3880 644
3900 662
3920 660
3940 688
3960 623
3980 661
4000 675
4020 643
4040 648
4060 671
4080 659
4100 633
4120 661
4140 646
4160 646
4180 665
4200 679
4220 623
4240 679
4260 644
4280 649
4300 598
4320 650
4340 663
4360 618
4380 607
4400 647
4420 652
4440 653
4460 615
4480 611
4500 647
4520 639
4540 629
4560 638
4580 647
4600 619
4620 604
4640 628
4660 624
4680 632
4700 615
4720 603
4740 646
4760 623
4780 625
4800 608
4820 665
4840 621
4860 640
4880 621
4900 674
4920 646
4940 654
4960 648
4980 662
5000 651
5020 632
5040 683
5060 675
5080 658
5100 651
5120 642
5140 663
5160 638
5180 651
5200 672
5220 652
5240 686
5260 663
5280 672
5300 669
5320 687
5340 663
5360 657
5380 657
5400 683
5420 661
5440 694
5460 663
5480 638
5500 673
5520 613
5540 663
5560 687
5580 681
5600 666
5620 686
5640 648
5660 655
5680 662
5700 685
5720 663
5740 651
5760 639
5780 616
5800 672
5820 657
5840 681
5860 669
5880 683
5900 675
5920 691
5940 681
5960 636
5980 669
6000 671
6020 678
6040 642
6060 653
6080 647
6100 641
6120 660
6140 641
6160 653
6180 679
6200 633
6220 659
6240 669
6260 682
6280 650
6300 664
6320 663
6340 649
6360 675
6380 646
6400 688
6420 658
6440 672
6460 702
6480 692
6500 673
6520 653
6540 687
6560 690
6580 676
6600 654
6620 661
6640 656
6660 675
6680 668
6700 650
6720 656
6740 649
6760 636
6780 652
6800 681
6820 679
6840 660
6860 679
6880 678
6900 639
6920 638
6940 641
6960 646
6980 625
7000 619
7020 664
7040 648
7060 680
7080 657
7100 665
7120 665
7140 691
7160 685
7180 659
7200 643
7220 620
7240 640
7260 674
7280 625
7300 679
7320 627
7340 629
7360 641
7380 623
7400 613
7420 617
7440 630
7460 640
7480 660
7500 640
7520 620
7540 626
7560 623
7580 620
7600 638
7620 627
7640 621
7660 641
7680 601
7700 629
7720 649
7740 646
7760 634
7780 646
7800 651
7820 673
7840 653
7860 663
7880 635
7900 670
7920 682
7940 662
7960 662
7980 624
8000 633
8020 663
8040 637
8060 658
8080 630
8100 622
8120 642
8140 646
8160 662
8180 663
8200 656
8220 637
8240 638
8260 652
8280 665
8300 608
8320 647
8340 656
8360 646
8380 687
8400 666
8420 697
8440 692
8460 668
8480 672
8500 666
8520 657
8540 685
8560 703
8580 662
8600 667
8620 665
8640 678
8660 652
8680 638
8700 656
8720 707
8740 690
8760 654
8780 674
8800 693
8820 689
8840 667
8860 702
8880 671
8900 669
8920 658
8940 672
8960 692
8980 697
9000 689
9020 645
9040 663
9060 671
9080 640
9100 664
9120 708
9140 676
9160 629
9180 671
9200 646
9220 675
9240 680
9260 663
9280 664
9300 657
9320 688
9340 651
9360 662
9380 663
9400 613
9420 636
9440 644
9460 683
9480 674
9500 664
9520 644
9540 657
9560 684
9580 677
9600 673
9620 680
9640 681
9660 660
9680 680
9700 673
9720 671
9740 666
9760 641
9780 636
9800 667
9820 643
9840 664
9860 690
9880 671
9900 653
9920 689
9940 669
9960 685
9980 658
10000 629
