# Timestep MovingParticles
100 652
200 245
300 168
400 138
500 130
600 118
700 118
800 141
900 132
1000 102
1100 164
1200 122
1300 156
1400 144
1500 122
1600 129
1700 105
1800 139
1900 108
2000 113
2100 112
2200 124
2300 123
2400 138
2500 112
2600 139
2700 145
2800 123
2900 130
3000 104
3100 125
3200 121
3300 121
3400 139
3500 73
3600 140
3700 131
3800 110
3900 134
4000 113
4100 106
4200 103
4300 116
4400 95
4500 123
4600 107
4700 127
4800 115
4900 122
5000 103
5100 103
5200 78
5300 99
5400 107
5500 113
5600 93
5700 102
5800 102
5900 121
6000 115
6100 111
6200 99
6300 92
6400 93
6500 133
6600 100
6700 83
6800 94
6900 100
7000 95
7100 95
7200 94
7300 100
7400 74
7500 109
7600 98
7700 90
7800 106
7900 120
8000 86
8100 110
8200 90
8300 104
8400 109
8500 93
8600 94
8700 83
8800 95
8900 100
9000 108
9100 95
9200 107
9300 99
9400 106
9500 103
9600 99
9700 102
9800 106
9900 126
10000 117
