# Timestep MovingParticles
1 2751
50 2455
100 2274
150 1998
200 1828
250 1685
300 1465
350 1279
400 1222
450 1164
500 1046
550 995
600 975
650 902
700 949
750 924
800 880
850 869
900 846
950 894
1000 915
1050 965
1100 946
1150 949
1200 952
1250 940
1300 922
1350 946
1400 929
1450 959
1500 886
1550 873
1600 915
1650 835
1700 889
1750 848
1800 840
1850 849
1900 834
1950 845
2000 774
2050 801
2100 840
2150 877
2200 888
2250 944
2300 905
2350 947
2400 936
2450 919
2500 890
2550 867
2600 860
2650 863
2700 824
2750 805
2800 844
2850 893
2900 860
2950 844
3000 844
3050 859
3100 819
3150 851
3200 837
3250 841
3300 844
3350 831
3400 906
3450 854
3500 811
3550 844
3600 821
3650 870
3700 861
3750 843
3800 812
3850 807
3900 773
3950 710
4000 756
4050 737
4100 841
4150 813
4200 800
4250 842
4300 776
4350 763
4400 836
4450 825
4500 857
4550 857
4600 873
4650 862
4700 849
4750 846
4800 813
4850 778
4900 792
4950 809
5000 861
5050 869
5100 844
5150 816
5200 846
5250 859
5300 817
5350 824
5400 859
5450 831
5500 803
5550 794
5600 838
5650 851
5700 831
5750 803
5800 856
5850 831
5900 854
5950 842
6000 829
6050 854
6100 880
6150 850
6200 853
6250 841
6300 834
6350 841
6400 829
6450 806
6500 813
6550 850
6600 886
6650 841
6700 839
6750 812
6800 803
6850 817
6900 815
6950 798
7000 812
7050 795
7100 740
7150 772
7200 773
7250 784
7300 855
7350 833
7400 804
7450 868
7500 793
7550 777
7600 766
7650 785
7700 795
7750 774
7800 817
7850 830
7900 807
7950 842
8000 787
8050 812
8100 799
8150 834
8200 808
8250 792
8300 794
8350 811
8400 824
8450 806
8500 837
8550 813
8600 818
8650 834
8700 842
8750 797
8800 765
8850 802
8900 762
8950 796
9000 779
9050 828
9100 813
9150 833
9200 855
9250 856
9300 834
9350 775
9400 798
9450 814
9500 828
9550 820
9600 835
9650 827
9700 797
9750 865
9800 873
9850 880
9900 844
9950 889
10000 847
