nr_slice	rho	gamma	lambda
0	1.5	-384.693092	109.406184
1	1.528205128205128	-396.772421	91.677310
2	1.5564102564102564	-405.975915	59.315894
3	1.5846153846153845	-413.451620	49.125116
4	1.6128205128205129	-420.516432	64.401596
5	1.641025641025641	-428.719199	102.575356
6	1.6692307692307693	-439.104233	153.567543
7	1.6974358974358974	-452.079751	211.514006
8	1.7256410256410257	-468.010262	276.639272
9	1.7538461538461538	-487.307440	349.258393
10	1.7820512820512822	-510.346341	427.944568
11	1.8102564102564103	-537.348643	512.257012
12	1.8384615384615386	-568.607183	603.947703
13	1.8666666666666667	-604.505581	703.681834
14	1.8948717948717948	-645.371230	807.534235
15	1.9230769230769231	-691.099274	907.591550
16	1.9512820512820515	-741.078101	992.533859
17	1.9794871794871796	-793.884953	1039.947237
18	2.0076923076923077	-846.355511	1008.413586
19	2.0358974358974358	-892.416478	829.376551
20	2.0641025641025643	-921.288765	366.249539
21	2.0923076923076924	-911.797469	-703.049223
22	2.1205128205128205	-817.564963	-2790.518627
23	2.148717948717949	-572.761217	-5580.812366
24	2.176923076923077	-169.752437	-7448.879305
25	2.2051282051282053	272.041975	-7038.036040
26	2.2333333333333334	610.403827	-4968.190219
27	2.2615384615384615	801.760308	-2753.052770
28	2.2897435897435896	877.843476	-1104.329824
29	2.317948717948718	875.288124	-13.087132
30	2.3461538461538463	824.062127	628.353734
31	2.3743589743589744	747.791704	914.002808
32	2.402564102564103	664.935261	932.732645
33	2.430769230769231	588.146862	811.765898
34	2.458974358974359	520.667194	650.365060
35	2.4871794871794872	463.611501	478.069913
36	2.5153846153846153	416.645241	331.105117
37	2.5435897435897434	376.639431	238.707568
38	2.571794871794872	340.102875	197.501980
39	2.6	304.564893	187.786580
