nr_slice	rho	gamma	lambda
0	1.3	-1621.964128	1376.308046
1	1.335897435897436	-1732.475195	1419.983455
2	1.3717948717948718	-1844.852201	1458.249789
3	1.4076923076923078	-1956.184561	1445.010308
4	1.4435897435897436	-2061.713837	1433.837398
5	1.4794871794871796	-2166.255941	1496.704451
6	1.5153846153846153	-2275.404314	1615.375227
7	1.5512820512820513	-2391.311061	1754.272327
8	1.5871794871794873	-2514.395315	1887.790339
9	1.623076923076923	-2643.070094	1991.812528
10	1.658974358974359	-2774.258280	2083.275359
11	1.694871794871795	-2908.811845	2229.223406
12	1.7307692307692308	-3053.238930	2469.459621
13	1.7666666666666668	-3213.937739	2806.340036
14	1.8025641025641028	-3397.531445	3233.730236
15	1.8384615384615386	-3609.253685	3740.219191
16	1.8743589743589744	-3853.785957	4323.721411
17	1.9102564102564104	-4135.727123	4980.046984
18	1.9461538461538463	-4458.777214	5749.041656
19	1.9820512820512821	-4832.855179	6755.292547
20	2.017948717948718	-5278.885621	8172.992724
21	2.053846153846154	-5830.622823	10239.267957
22	2.08974358974359	-6541.149293	13366.124313
23	2.1256410256410256	-7500.338783	18354.506783
24	2.161538461538462	-8871.065573	26816.388271
25	2.1974358974358976	-10965.091475	41601.868427
26	2.2333333333333334	-14335.844909	62866.498145
27	2.269230769230769	-19282.511088	18036.444218
28	2.3051282051282054	-15908.792728	-211780.146354
29	2.341025641025641	12013.532966	-216138.634714
30	2.3769230769230774	14385.569644	2498.041784
31	2.412820512820513	10716.321799	40084.183481
32	2.448717948717949	7881.342929	28667.217657
33	2.4846153846153847	6007.861523	18302.650898
34	2.5205128205128204	4765.853088	11799.558521
35	2.5564102564102567	3894.463181	8115.851140
36	2.5923076923076924	3227.686835	6169.544832
37	2.6282051282051286	2670.304907	4947.710891
38	2.6641025641025644	2208.388022	3849.617958
39	2.7	1832.869225	3375.381240
