nr_slice	rho	gamma	lambda
0	1.3	-213.225167	-431.852117
1	1.323076923076923	-196.056158	-394.806716
2	1.3461538461538463	-181.795937	-333.140974
3	1.3692307692307693	-169.903585	-282.581634
4	1.3923076923076925	-159.967893	-240.654114
5	1.4153846153846155	-151.659787	-205.691164
6	1.4384615384615385	-144.709399	-176.414053
7	1.4615384615384617	-138.896119	-151.809623
8	1.4846153846153847	-134.036189	-131.113439
9	1.5076923076923077	-129.973798	-113.605653
10	1.5307692307692309	-126.587196	-98.570980
11	1.5538461538461539	-123.783185	-85.482189
12	1.576923076923077	-121.485962	-73.968352
13	1.6	-119.634291	-63.715976
14	1.623076923076923	-118.179416	-54.499632
15	1.6461538461538463	-117.079296	-46.209804
16	1.6692307692307693	-116.293905	-38.788941
17	1.6923076923076925	-115.785372	-32.120276
18	1.7153846153846155	-115.523521	-26.066469
19	1.7384615384615385	-115.482349	-20.557167
20	1.7615384615384617	-115.637464	-15.512781
21	1.7846153846153847	-115.969600	-10.803947
22	1.807692307692308	-116.465736	-6.294488
23	1.830769230769231	-117.118579	-1.873153
24	1.853846153846154	-117.924731	2.549610
25	1.8769230769230771	-118.884480	7.059178
26	1.9000000000000001	-120.001560	11.740649
27	1.9230769230769234	-121.283276	16.689072
28	1.9461538461538463	-122.741153	22.000556
29	1.9692307692307693	-124.390180	27.764343
30	1.9923076923076923	-126.248741	34.041180
31	2.0153846153846153	-128.335837	40.883360
32	2.0384615384615388	-130.672888	48.401096
33	2.0615384615384618	-133.286976	56.643222
34	2.0846153846153848	-136.201517	65.547388
35	2.1076923076923078	-139.435271	75.068399
36	2.130769230769231	-143.004848	85.260641
37	2.153846153846154	-146.931222	96.278367
38	2.176923076923077	-151.241978	108.165366
39	2.2	-155.958157	116.277176
