nr_slice	rho	gamma	lambda
0	1.3	-251.750051	216.254860
1	1.335897435897436	-273.823690	246.911373
2	1.3717948717948718	-300.147672	322.221290
3	1.4076923076923078	-332.959512	412.568375
4	1.4435897435897436	-372.281928	315.372364
5	1.4794871794871796	-391.142502	174.356204
6	1.5153846153846153	-409.201515	-169.371190
7	1.5512820512820513	-377.699547	-270.263772
8	1.5871794871794873	-378.639077	400.443260
9	1.623076923076923	-442.014045	750.199481
10	1.658974358974359	-492.908149	691.632208
11	1.694871794871795	-546.935064	651.269734
12	1.7307692307692308	-590.780544	472.292550
13	1.7666666666666668	-617.354065	719.956126
14	1.8025641025641028	-694.747318	1447.530158
15	1.8384615384615386	-823.543729	1832.228267
16	1.8743589743589744	-952.996954	1235.512034
17	1.9102564102564104	-991.883771	-2244.708891
18	1.9461538461538463	-617.547562	-9346.909794
19	1.9820512820512821	360.838396	-9991.546468
20	2.017948717948718	809.472259	-3105.313945
21	2.053846153846154	785.786362	908.792691
22	2.08974358974359	654.851367	1665.956554
23	2.1256410256410256	523.169546	1442.085461
24	2.161538461538462	426.278096	1075.009689
25	2.1974358974358976	348.820322	930.551038
26	2.2333333333333334	274.172986	827.306151
27	2.269230769230769	213.688462	569.934609
28	2.3051282051282054	177.957842	286.790795
29	2.341025641025641	158.909757	131.640895
30	2.3769230769230774	145.285263	101.629126
31	2.412820512820513	130.101016	128.720384
32	2.448717948717949	112.440888	131.499887
33	2.4846153846153847	97.140345	90.628516
34	2.5205128205128204	85.523463	49.861008
35	2.5564102564102567	75.906500	28.159714
36	2.5923076923076924	67.018949	18.012724
37	2.6282051282051286	58.379726	12.443400
38	2.6641025641025644	49.758097	9.127901
39	2.7	41.014418	5.550889
