nr_slice	rho	gamma	lambda
0	1.3	-188.464221	-294.214287
1	1.323076923076923	-178.035784	-274.060121
2	1.3461538461538463	-168.881349	-242.704210
3	1.3692307692307693	-160.847798	-215.445511
4	1.3923076923076925	-153.781213	-191.724417
5	1.4153846153846155	-147.567210	-170.530438
6	1.4384615384615385	-142.135061	-151.161884
7	1.4615384615384617	-137.427061	-133.477869
8	1.4846153846153847	-133.378665	-117.609219
9	1.5076923076923077	-129.914146	-103.618160
10	1.5307692307692309	-126.958174	-91.342471
11	1.5538461538461539	-124.445863	-80.504875
12	1.576923076923077	-122.324073	-70.794769
13	1.6	-120.553789	-61.913221
14	1.623076923076923	-119.107144	-53.648721
15	1.6461538461538463	-117.962662	-45.885878
16	1.6692307692307693	-117.101405	-38.621100
17	1.6923076923076925	-116.500730	-31.908377
18	1.7153846153846155	-116.135402	-25.734137
19	1.7384615384615385	-115.982891	-20.032351
20	1.7615384615384617	-116.023064	-14.747980
21	1.7846153846153847	-116.237604	-9.883545
22	1.807692307692308	-116.605394	-5.456984
23	1.830769230769231	-117.105859	-1.406081
24	1.853846153846154	-117.723129	2.359247
25	1.8769230769230771	-118.444486	5.917993
26	1.9000000000000001	-119.260899	9.370232
27	1.9230769230769234	-120.168408	12.821958
28	1.9461538461538463	-121.167196	16.355871
29	1.9692307692307693	-122.260255	20.082204
30	1.9923076923076923	-123.457157	24.125139
31	2.0153846153846153	-124.771294	28.551710
32	2.0384615384615388	-126.217071	33.426201
33	2.0615384615384618	-127.812270	38.832304
34	2.0846153846153848	-129.577180	44.784011
35	2.1076923076923078	-131.528730	51.250972
36	2.130769230769231	-133.682215	58.255252
37	2.153846153846154	-136.054229	65.877518
38	2.176923076923077	-138.664816	74.238243
39	2.2	-141.538549	80.309871
