nr_slice	rho	gamma	lambda
0	1.4	67.368082	73.556224
1	1.426530612244898	65.672985	58.829895
2	1.4530612244897958	64.828181	32.588093
3	1.4795918367346939	65.368665	6.346203
4	1.5061224489795917	66.925966	-9.667294
5	1.5326530612244897	68.882880	-12.750803
6	1.5591836734693878	70.519769	-3.957516
7	1.5857142857142856	71.280685	10.288377
8	1.6122448979591837	71.103551	23.081673
9	1.6387755102040815	70.174392	31.647440
10	1.6653061224489796	68.744290	35.586612
11	1.6918367346938776	67.057962	35.967128
12	1.7183673469387755	65.264268	33.938491
13	1.7448979591836735	63.490040	29.867239
14	1.7714285714285714	61.846613	24.378623
15	1.7979591836734694	60.393978	18.487334
16	1.8244897959183675	59.133287	12.931080
17	1.8510204081632653	58.042448	7.786085
18	1.8775510204081634	57.110753	2.790395
19	1.9040816326530612	56.340711	-2.116285
20	1.9306122448979592	55.725102	-6.868652
21	1.9571428571428573	55.256745	-11.583934
22	1.9836734693877551	54.938263	-16.444781
23	2.010204081632653	54.779207	-21.173788
24	2.036734693877551	54.749902	-25.119550
25	2.063265306122449	54.788460	-28.124462
26	2.089795918367347	54.847194	-30.614440
27	2.1163265306122447	54.908519	-33.046662
28	2.142857142857143	54.971954	-35.046744
29	2.169387755102041	54.978305	-35.828346
30	2.195918367346939	54.844026	-35.352495
31	2.222448979591837	54.508162	-34.308102
32	2.2489795918367346	53.962866	-33.419868
33	2.2755102040816326	53.224971	-32.558747
34	2.3020408163265307	52.272424	-31.308962
35	2.3285714285714287	51.079670	-29.700276
36	2.355102040816327	49.630355	-27.766685
37	2.3816326530612244	47.904930	-25.497812
38	2.408163265306123	45.889322	-23.358614
39	2.4346938775510205	43.616902	-21.862780
40	2.4612244897959186	41.127515	-21.450264
41	2.4877551020408166	38.499441	-23.295134
42	2.5142857142857142	35.889061	-28.372248
43	2.5408163265306127	33.454757	-36.744676
44	2.5673469387755103	31.325638	-47.041093
45	2.5938775510204084	29.471250	-54.349806
46	2.6204081632653065	27.467942	-52.809960
47	2.646938775510204	24.705868	-42.361310
48	2.673469387755102	20.876637	-31.842715
49	2.7	16.426919	-30.617546
