slice	rho_of_slice	gamma	lambda
0	1.3	-274.426708	71.638157
1	1.335897435897436	-290.097540	94.721391
2	1.3717948717948718	-307.868889	137.659008
3	1.4076923076923078	-328.621243	179.712350
4	1.4435897435897436	-351.462194	197.061032
5	1.4794871794871796	-373.751002	170.523565
6	1.5153846153846153	-391.704957	113.291790
7	1.5512820512820513	-404.464355	65.793082
8	1.5871794871794873	-414.088204	52.151818
9	1.623076923076923	-423.289704	78.215875
10	1.658974358974359	-435.044763	134.826587
11	1.694871794871795	-450.784323	206.676167
12	1.7307692307692308	-471.255713	290.061007
13	1.7666666666666668	-497.302389	384.771808
14	1.8025641025641028	-529.575427	489.193392
15	1.8384615384615386	-568.607183	604.678292
16	1.8743589743589744	-615.152798	731.909086
17	1.9102564102564104	-669.738107	861.990693
18	1.9461538461538463	-731.721245	975.575962
19	1.9820512820512821	-798.733840	1032.592041
20	2.017948717948718	-864.301934	946.791926
21	2.053846153846154	-913.732986	538.845295
22	2.08974358974359	-915.225461	-674.796162
23	2.1256410256410256	-785.972315	-3347.202685
24	2.161538461538462	-404.504445	-6454.009075
25	2.1974358974358976	157.073108	-7146.026754
26	2.2333333333333334	610.403827	-4974.440913
27	2.269230769230769	832.157614	-2312.145728
28	2.3051282051282054	884.210769	-501.892528
29	2.341025641025641	835.799794	501.568275
30	2.3769230769230774	740.245682	895.504754
31	2.412820512820513	636.085423	889.889122
32	2.448717948717949	544.019355	710.077062
33	2.4846153846153847	468.359229	495.911485
34	2.5205128205128204	408.972266	316.722506
35	2.5564102564102567	359.767167	219.499065
36	2.5923076923076924	314.217534	182.648926
37	2.6282051282051286	270.057029	133.605216
38	2.6641025641025644	231.513910	34.309154
39	2.7	200.793655	-39.156172
