0 27 15 0 1
1 4 5 0 -1
2 29 1 -1 0
3 11 26 1 0
4 38 35 -1 0
5 8 39 1 0
6 33 35 0 1
7 16 7 1 0
8 2 34 0 -1
9 28 16 0 -1
10 10 24 1 0
11 27 28 -1 0
12 34 20 0 1
13 39 37 0 -1
14 15 21 1 0
15 2 37 -1 0
16 21 4 0 1
17 9 27 -1 0
18 37 6 0 1
19 29 12 0 -1
20 5 37 -1 0
21 11 26 0 1
22 9 10 0 -1
23 12 20 1 0
24 35 2 1 0
25 19 1 0 -1
26 22 18 1 0
27 14 32 1 0
28 25 24 -1 0
29 21 23 0 1
30 4 27 0 -1
31 22 8 -1 0
32 39 2 0 -1
33 25 35 1 0
34 26 9 1 0
35 26 39 0 -1
36 32 10 0 -1
37 6 14 -1 0
38 8 13 0 1
39 21 7 -1 0
40 13 38 0 -1
41 19 33 0 1
42 13 25 0 -1
43 4 32 1 0
44 5 8 0 1
45 16 25 0 -1
46 6 24 0 -1
47 38 17 0 -1
48 29 10 0 1
49 1 16 -1 0
50 31 15 -1 0
51 11 1 0 1
52 3 31 0 1
53 31 22 1 0
54 14 17 0 1
55 15 22 0 -1
56 6 38 0 1
57 3 34 0 -1
58 29 17 0 -1
59 6 11 0 -1
60 26 34 1 0
61 24 15 0 1
62 22 2 -1 0
63 0 22 0 1
64 7 28 0 1
65 1 36 0 1
66 33 0 0 -1
67 37 8 0 -1
68 1 24 -1 0
69 31 5 0 1
70 21 27 -1 0
71 2 38 1 0
72 13 26 1 0
73 34 25 1 0
74 8 35 0 1
75 33 20 -1 0
76 15 29 0 1
77 15 38 0 1
78 33 34 0 1
79 3 1 -1 0
80 25 0 0 1
81 9 25 1 0
82 25 39 0 -1
83 12 39 1 0
84 38 22 0 -1
85 18 4 0 -1
86 3 10 -1 0
87 3 6 0 -1
88 2 26 0 -1
89 24 21 1 0
90 3 28 1 0
91 7 14 -1 0
92 14 0 0 -1
93 19 12 -1 0
94 17 11 0 1
95 1 22 0 -1
96 31 37 0 1
97 37 21 -1 0
98 16 30 0 1
99 18 39 -1 0
100 30 38 0 -1
101 15 36 -1 0
102 3 7 -1 0
103 11 34 1 0
104 36 31 0 1
105 19 16 1 0
106 15 15 1 0
107 34 27 1 0
108 34 9 1 0
109 24 14 -1 0
110 17 31 0 -1
111 3 15 1 0
112 19 23 0 1
113 17 12 0 1
114 2 1 -1 0
115 4 2 0 -1
116 18 34 0 1
117 19 7 0 1
118 5 25 1 0
119 7 14 0 1
120 32 1 0 1
121 37 30 0 1
122 22 15 1 0
123 26 29 1 0
124 2 29 0 -1
125 28 36 0 1
126 7 35 0 1
127 34 6 0 -1
128 3 29 0 1
129 13 39 0 -1
130 21 9 0 -1
131 6 15 0 1
132 0 15 1 0
133 19 31 0 -1
134 4 7 0 -1
135 14 38 0 -1
136 38 18 -1 0
137 18 17 -1 0
138 21 10 0 -1
139 9 18 -1 0
140 33 28 0 -1
141 0 23 0 -1
142 18 8 0 1
143 15 38 0 1
144 24 25 1 0
145 10 38 -1 0
146 29 9 0 1
147 1 11 0 1
148 2 7 -1 0
149 12 9 1 0
150 23 0 0 -1
151 1 24 1 0
152 34 6 0 -1
153 3 0 1 0
154 3 18 0 1
155 31 5 0 -1
156 16 31 0 -1
157 1 10 1 0
158 19 34 1 0
159 11 7 0 1
160 37 35 -1 0
161 3 7 1 0
162 7 35 0 -1
163 8 14 -1 0
164 4 6 1 0
165 30 1 1 0
166 23 14 0 -1
167 8 28 1 0
168 29 27 -1 0
169 32 35 1 0
170 7 12 1 0
171 11 0 0 -1
172 33 14 0 -1
173 25 9 -1 0
174 0 34 -1 0
175 2 33 1 0
176 36 23 -1 0
177 13 23 1 0
178 7 31 1 0
179 5 8 0 1
180 3 15 0 1
181 30 5 1 0
182 0 2 1 0
183 0 30 0 -1
184 5 20 -1 0
185 20 24 0 1
186 38 37 -1 0
187 15 32 0 -1
188 2 37 0 1
189 28 30 0 1
190 24 37 0 1
191 35 34 1 0
192 30 34 -1 0
193 21 22 -1 0
194 33 9 0 -1
195 9 7 0 -1
196 2 30 0 -1
197 24 22 0 -1
198 8 21 0 -1
199 35 1 0 -1
200 17 28 0 -1
201 15 9 -1 0
202 6 33 0 1
203 11 15 1 0
204 16 9 1 0
205 6 37 0 1
206 3 0 1 0
207 21 31 1 0
208 13 13 0 -1
209 19 14 0 1
210 1 39 0 -1
211 23 5 0 -1
212 31 2 -1 0
213 4 39 0 1
214 7 22 0 1
215 30 8 0 -1
216 26 17 -1 0
217 3 6 0 1
218 18 38 -1 0
219 39 1 0 1
220 29 23 1 0
221 25 12 -1 0
222 38 30 -1 0
223 27 1 1 0
224 3 19 -1 0
225 26 38 0 1
226 9 36 1 0
227 17 33 0 1
228 18 5 0 -1
229 3 33 0 1
230 7 29 0 -1
231 2 20 -1 0
232 12 2 1 0
233 34 2 0 -1
234 38 6 0 -1
235 24 0 0 -1
236 13 15 0 1
237 16 9 -1 0
238 24 15 0 1
239 12 27 0 1
240 23 6 -1 0
241 22 0 0 1
242 20 4 1 0
243 38 7 -1 0
244 38 18 0 -1
245 29 26 -1 0
246 3 17 0 -1
247 0 34 0 -1
248 37 35 0 -1
249 15 5 1 0
250 36 12 -1 0
251 23 0 0 -1
252 36 22 0 1
253 38 10 1 0
254 4 15 0 -1
255 15 0 1 0
256 35 9 0 -1
257 2 39 0 1
258 6 4 0 1
259 0 2 -1 0
260 21 8 1 0
261 12 28 0 -1
262 30 34 0 1
263 1 36 1 0
264 23 12 1 0
265 5 20 0 1
266 23 39 1 0
267 18 33 0 1
268 15 3 -1 0
269 1 25 1 0
270 11 27 -1 0
271 26 18 0 1
272 17 20 -1 0
273 35 38 1 0
274 23 18 0 -1
275 17 31 0 -1
276 23 0 0 -1
277 33 17 -1 0
278 19 25 1 0
279 18 34 1 0
280 39 23 0 1
281 0 8 -1 0
282 2 37 0 1
283 15 24 1 0
284 17 0 0 -1
285 5 25 0 1
286 1 35 0 1
287 0 0 0 -1
288 32 13 0 -1
289 24 1 -1 0
290 16 16 -1 0
291 5 7 1 0
292 39 38 0 1
293 39 10 -1 0
294 29 31 -1 0
295 33 14 0 1
296 1 11 1 0
297 4 14 -1 0
298 39 38 0 1
299 0 18 0 -1
300 18 11 1 0
301 14 39 -1 0
302 13 6 -1 0
303 12 2 1 0
304 16 3 0 1
305 12 4 1 0
306 26 1 0 1
307 26 30 0 -1
308 32 8 -1 0
309 7 15 0 -1
310 1 6 0 1
311 9 25 0 -1
312 13 2 0 -1
313 30 4 -1 0
314 5 31 1 0
315 15 29 1 0
316 6 28 0 1
317 23 31 1 0
318 17 16 -1 0
319 26 33 -1 0
320 39 28 -1 0
321 28 32 1 0
322 16 21 -1 0
323 39 22 0 1
324 31 10 0 -1
325 7 33 0 -1
326 28 37 -1 0
327 5 6 1 0
328 31 25 0 -1
329 23 6 1 0
330 33 27 1 0
331 1 32 1 0
332 7 38 -1 0
333 10 11 0 1
334 8 21 0 1
335 34 8 0 -1
336 26 10 -1 0
337 3 21 1 0
338 0 12 -1 0
339 14 6 0 -1
340 29 38 1 0
341 21 6 1 0
342 11 30 0 -1
343 17 10 -1 0
344 8 18 0 -1
345 13 24 1 0
346 8 8 0 -1
347 1 20 0 1
348 36 14 0 1
349 10 18 0 -1
350 10 36 0 -1
351 14 25 1 0
352 28 4 0 -1
353 12 14 0 -1
354 1 15 0 -1
355 6 3 0 1
356 32 9 1 0
357 19 5 -1 0
358 22 13 -1 0
359 37 27 -1 0
360 3 22 -1 0
361 26 6 0 1
362 23 7 0 -1
363 9 21 -1 0
364 17 4 0 1
365 28 1 -1 0
366 15 13 0 1
367 27 9 0 1
368 39 10 0 -1
369 20 16 -1 0
370 10 32 -1 0
371 15 28 -1 0
372 19 6 1 0
373 7 37 0 -1
374 33 28 0 -1
375 32 34 -1 0
376 23 35 0 -1
377 25 0 -1 0
378 12 5 0 -1
379 36 2 0 1
380 36 30 0 -1
381 16 38 1 0
382 33 6 -1 0
383 8 18 0 -1
384 21 0 -1 0
385 38 14 0 -1
386 24 1 1 0
387 36 34 0 1
388 20 20 -1 0
389 37 20 1 0
390 25 37 0 1
391 10 11 -1 0
392 30 7 -1 0
393 20 21 0 -1
394 9 2 -1 0
395 3 32 0 1
396 13 28 0 -1
397 8 0 -1 0
398 33 35 1 0
399 36 13 0 -1
400 12 9 0 -1
401 18 34 0 -1
402 12 35 0 1
403 5 35 0 1
404 39 12 0 1
405 33 9 0 -1
406 2 34 1 0
407 25 11 0 1
408 36 15 0 1
409 21 10 1 0
410 15 16 -1 0
411 33 38 1 0
412 1 17 1 0
413 9 36 0 1
414 10 27 0 -1
415 36 7 0 1
416 19 7 -1 0
417 13 18 1 0
418 6 12 -1 0
419 1 38 0 1
420 1 6 0 -1
421 6 30 0 1
422 35 0 0 1
423 5 21 0 -1
424 35 11 1 0
425 29 19 0 1
426 37 30 0 -1
427 20 24 0 1
428 17 19 1 0
429 15 8 0 1
430 33 9 0 -1
431 34 20 0 -1
432 36 37 0 -1
433 30 34 -1 0
434 39 36 1 0
435 0 15 0 1
436 0 21 0 -1
437 18 1 1 0
438 16 33 -1 0
439 13 28 0 1
440 30 10 -1 0
441 28 39 1 0
442 26 4 1 0
443 21 31 0 1
444 5 35 1 0
445 15 19 1 0
446 27 34 1 0
447 8 25 0 1
448 4 13 0 1
449 37 13 -1 0
450 21 39 0 -1
451 0 38 -1 0
452 26 5 0 -1
453 14 35 0 -1
454 3 30 -1 0
455 34 8 -1 0
456 36 14 0 1
457 16 6 0 -1
458 20 2 -1 0
459 30 10 1 0
460 39 4 0 -1
461 10 2 0 1
462 6 12 0 1
463 28 30 -1 0
464 21 24 -1 0
465 24 23 -1 0
466 28 12 1 0
467 34 12 1 0
468 33 15 1 0
469 11 35 1 0
470 27 30 1 0
471 2 38 0 -1
472 21 31 1 0
473 38 38 0 -1
474 19 1 -1 0
475 27 29 -1 0
476 30 25 0 -1
477 25 17 0 1
478 24 23 0 1
479 39 30 1 0
480 3 12 0 1
481 39 1 0 -1
482 29 32 -1 0
483 15 39 -1 0
484 23 7 1 0
485 17 19 1 0
486 24 1 1 0
487 15 32 0 1
488 38 13 0 1
489 25 1 0 1
490 16 16 1 0
491 25 15 0 -1
492 9 1 -1 0
493 17 2 1 0
494 26 7 -1 0
495 34 31 0 -1
496 23 28 0 1
497 35 8 0 1
498 26 2 0 1
499 15 13 0 -1
500 28 29 0 -1
501 19 15 1 0
502 19 10 0 1
503 11 6 -1 0
504 26 36 1 0
505 18 13 0 1
506 21 7 1 0
