# Timestep MovingParticles
1 4395
50 1604
100 1144
150 946
200 816
250 857
300 821
350 822
400 800
450 805
500 805
550 831
600 764
650 873
700 774
750 771
800 731
850 798
900 793
950 707
1000 805
1050 774
1100 835
1150 846
1200 748
1250 728
1300 814
1350 741
1400 726
1450 762
1500 690
1550 719
1600 755
1650 761
1700 779
1750 757
1800 707
1850 760
1900 784
1950 716
2000 789
2050 777
2100 757
2150 749
2200 700
2250 716
2300 734
2350 614
2400 711
2450 718
2500 754
2550 686
2600 771
2650 761
2700 710
2750 695
2800 751
2850 820
2900 791
2950 720
3000 768
3050 735
3100 751
3150 705
3200 822
3250 798
3300 691
3350 681
3400 747
3450 780
3500 674
3550 762
3600 782
3650 781
3700 710
3750 770
3800 785
3850 764
3900 737
3950 743
4000 692
4050 715
4100 708
4150 751
4200 658
4250 700
4300 706
4350 721
4400 752
4450 692
4500 749
4550 679
4600 719
4650 735
4700 770
4750 693
4800 735
4850 718
4900 652
4950 786
5000 721
5050 660
5100 699
5150 784
5200 739
5250 724
5300 782
5350 715
5400 728
5450 733
5500 689
5550 728
5600 717
5650 658
5700 785
5750 743
5800 700
5850 730
5900 710
5950 696
6000 765
6050 709
6100 687
6150 691
6200 765
6250 749
6300 690
6350 672
6400 726
6450 713
6500 702
6550 690
6600 669
6650 772
6700 679
6750 762
6800 685
6850 664
6900 688
6950 672
7000 728
7050 700
7100 705
7150 688
7200 677
7250 683
7300 753
7350 755
7400 684
7450 701
7500 734
7550 746
7600 764
7650 740
7700 711
7750 725
7800 706
7850 783
7900 692
7950 713
8000 762
8050 659
8100 684
8150 725
8200 719
8250 666
8300 711
8350 720
8400 748
8450 721
8500 721
8550 720
8600 771
8650 698
8700 658
8750 728
8800 679
8850 754
8900 686
8950 717
9000 691
9050 774
9100 699
9150 770
9200 704
9250 706
9300 706
9350 693
9400 660
9450 653
9500 749
9550 722
9600 693
9650 685
9700 651
9750 756
9800 686
9850 741
9900 790
9950 701
10000 762
