0 5 0 0 1
1 37 8 1 0
2 3 38 1 0
3 6 5 1 0
4 12 13 0 -1
5 36 0 1 0
6 11 11 -1 0
7 8 14 1 0
8 0 36 1 0
9 36 12 0 -1
10 13 14 0 -1
11 10 10 0 1
12 5 6 0 1
13 35 0 1 0
14 28 23 0 -1
15 4 9 1 0
16 6 0 -1 0
17 11 14 0 -1
18 37 5 1 0
19 9 12 -1 0
20 2 15 1 0
21 36 6 0 1
22 31 19 1 0
23 19 36 0 -1
24 5 1 0 1
25 39 10 -1 0
26 0 9 -1 0
27 7 2 1 0
28 37 37 1 0
29 1 35 0 -1
30 4 37 0 -1
31 39 4 0 -1
32 35 7 0 1
33 1 36 0 1
34 8 4 -1 0
35 38 39 0 -1
36 2 4 -1 0
37 39 0 0 1
38 13 30 1 0
39 36 8 0 -1
40 1 10 1 0
41 35 9 -1 0
42 39 2 -1 0
43 36 3 1 0
44 0 2 -1 0
45 35 10 1 0
46 37 9 -1 0
47 1 11 0 -1
48 1 8 1 0
49 34 7 0 -1
50 38 9 -1 0
51 39 9 -1 0
52 12 14 0 -1
53 6 39 0 1
54 2 2 1 0
55 34 7 0 1
56 35 11 1 0
57 1 8 1 0
58 38 10 0 -1
59 33 12 -1 0
60 1 3 0 1
61 20 5 0 1
62 0 1 0 -1
63 3 34 0 1
64 0 3 -1 0
65 2 39 0 -1
66 33 11 0 -1
67 2 7 1 0
68 33 33 1 0
69 31 32 0 -1
70 34 10 -1 0
71 37 39 1 0
72 39 12 0 -1
73 36 6 0 1
74 5 0 -1 0
75 7 10 -1 0
76 2 5 0 1
77 0 37 1 0
78 36 7 -1 0
79 3 5 0 1
80 5 8 0 -1
81 32 9 1 0
82 39 12 0 -1
83 2 3 -1 0
84 39 9 -1 0
85 32 11 1 0
86 4 5 0 -1
87 14 13 0 -1
88 37 9 0 1
89 38 5 0 -1
90 6 13 1 0
91 9 16 0 -1
92 6 13 1 0
93 2 4 0 -1
94 3 0 1 0
95 36 4 1 0
96 39 10 -1 0
97 32 10 1 0
98 4 1 1 0
99 0 8 0 -1
100 6 18 -1 0
101 9 5 -1 0
102 5 38 0 -1
103 39 39 0 1
104 11 15 0 -1
105 37 3 -1 0
106 23 15 1 0
107 6 0 0 1
108 12 13 0 -1
109 10 14 0 -1
110 36 2 -1 0
111 1 3 -1 0
112 10 4 -1 0
113 33 10 0 -1
114 39 9 0 1
115 9 13 -1 0
116 38 3 0 1
117 1 0 -1 0
118 35 11 -1 0
119 6 5 0 1
120 1 8 1 0
121 34 9 1 0
122 13 13 0 -1
123 33 9 0 1
124 8 1 0 1
125 11 11 -1 0
126 37 0 0 1
127 36 4 0 -1
128 1 38 0 1
129 39 11 0 1
130 1 39 -1 0
131 18 26 -1 0
132 6 39 0 1
133 12 12 -1 0
134 37 5 0 -1
135 4 37 -1 0
136 39 5 0 1
137 8 12 1 0
138 9 16 0 -1
139 2 0 -1 0
140 12 12 1 0
141 4 35 0 1
142 9 15 0 -1
143 22 1 -1 0
144 9 10 0 1
145 3 7 -1 0
146 2 6 1 0
147 0 6 0 -1
148 5 4 0 1
149 14 7 1 0
150 6 5 0 -1
151 13 12 -1 0
152 0 37 0 1
153 5 3 0 1
154 36 11 0 -1
155 17 15 -1 0
156 5 1 0 1
157 7 1 0 1
158 4 7 0 -1
159 32 12 0 -1
160 10 7 0 1
161 8 6 0 -1
162 2 4 -1 0
163 37 2 0 1
164 4 2 -1 0
165 2 6 0 -1
166 36 7 0 -1
167 33 12 -1 0
168 5 4 1 0
169 37 8 0 1
170 0 39 0 1
171 4 39 0 -1
172 21 26 0 1
173 7 6 0 -1
174 39 20 0 -1
175 3 4 0 1
176 38 10 -1 0
177 9 11 0 1
178 29 10 -1 0
179 39 5 0 -1
180 2 3 -1 0
181 3 3 -1 0
182 4 35 0 1
183 5 37 0 -1
184 38 8 0 -1
185 37 10 0 -1
186 14 13 -1 0
187 4 3 1 0
188 5 39 0 1
189 8 14 0 -1
190 1 37 -1 0
