# Timestep MovingParticles
1 4948
100 289
200 318
300 296
400 274
500 269
600 336
700 216
800 262
900 285
1000 235
1100 232
1200 282
1300 262
1400 245
1500 254
1600 252
1700 278
1800 251
1900 253
2000 224
2100 333
2200 230
2300 292
2400 264
2500 244
2600 278
2700 253
2800 246
2900 268
3000 284
3100 273
3200 247
3300 295
3400 250
3500 277
3600 223
3700 243
3800 232
3900 234
4000 228
4100 248
4200 284
4300 253
4400 251
4500 277
4600 226
4700 215
4800 271
4900 235
5000 217
5100 238
5200 255
5300 241
5400 274
5500 276
5600 245
5700 225
5800 280
5900 256
6000 248
6100 262
6200 216
6300 246
6400 238
6500 263
6600 225
6700 270
6800 192
6900 253
7000 277
7100 234
7200 257
7300 285
7400 250
7500 231
7600 224
7700 270
7800 211
7900 250
8000 258
8100 244
8200 274
8300 243
8400 308
8500 216
8600 304
8700 255
8800 241
8900 241
9000 278
9100 230
9200 240
9300 282
9400 217
9500 278
9600 264
9700 249
9800 237
9900 235
10000 209
