# Timestep MovingParticles
1 1977
100 1882
200 1767
300 1646
400 1491
500 1457
600 1275
700 1145
800 1043
900 930
1000 853
1100 766
1200 674
1300 650
1400 570
1500 512
1600 570
1700 540
1800 544
1900 522
2000 523
2100 491
2200 480
2300 517
2400 435
2500 424
2600 467
2700 490
2800 483
2900 477
3000 535
3100 522
3200 512
3300 525
3400 486
3500 479
3600 475
3700 441
3800 511
3900 487
4000 504
4100 491
4200 510
4300 531
4400 510
4500 489
4600 472
4700 457
4800 461
4900 460
5000 454
5100 463
5200 457
5300 487
5400 469
5500 472
5600 452
5700 474
5800 446
5900 468
6000 478
6100 501
6200 502
6300 499
6400 528
6500 508
6600 490
6700 491
6800 471
6900 488
7000 469
7100 480
7200 519
7300 480
7400 470
7500 456
7600 473
7700 483
7800 470
7900 502
8000 491
8100 475
8200 539
8300 532
8400 516
8500 476
8600 468
8700 446
8800 482
8900 485
9000 455
9100 485
9200 437
9300 481
9400 453
9500 429
9600 409
9700 455
9800 434
9900 473
10000 495
