# Timestep MovingParticles
1 4785
100 494
200 350
300 445
400 377
500 333
600 415
700 332
800 340
900 375
1000 367
1100 329
1200 346
1300 392
1400 377
1500 363
1600 363
1700 371
1800 426
1900 337
2000 358
2100 335
2200 295
2300 319
2400 369
2500 337
2600 421
2700 349
2800 315
2900 362
3000 362
3100 398
3200 353
3300 336
3400 361
3500 360
3600 279
3700 326
3800 332
3900 338
4000 328
4100 371
4200 366
4300 309
4400 338
4500 314
4600 337
4700 316
4800 333
4900 304
5000 361
5100 365
5200 301
5300 329
5400 326
5500 301
5600 366
5700 293
5800 393
5900 309
6000 314
6100 325
6200 292
6300 301
6400 346
6500 299
6600 333
6700 325
6800 306
6900 307
7000 289
7100 383
7200 341
7300 326
7400 373
7500 339
7600 306
7700 347
7800 336
7900 357
8000 370
8100 313
8200 302
8300 295
8400 382
8500 338
8600 351
8700 333
8800 346
8900 352
9000 329
9100 281
9200 333
9300 309
9400 360
9500 270
9600 326
9700 358
9800 306
9900 370
10000 311
